scenario_id,plan_id,source_id,name,year,month,delivery_month,planned_t,actual_t,lead_time_months,order_placement_month,earliest_allowed_order,lead_time_ok,lead_time_note
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2035,1,2035-01,9.156333,9.156333,12,2034-01,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,2,2036-02,12.754317,12.754317,12,2035-02,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,3,2036-03,12.754317,12.754317,12,2035-03,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,4,2036-04,12.754317,12.754317,12,2035-04,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,5,2036-05,12.754317,12.754317,12,2035-05,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,6,2036-06,12.754317,12.754317,12,2035-06,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,7,2036-07,12.754317,12.754317,12,2035-07,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,8,2036-08,12.754317,12.754317,12,2035-08,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,9,2036-09,12.754317,12.754317,12,2035-09,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,10,2036-10,12.754317,12.754317,12,2035-10,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,11,2036-11,12.754317,12.754317,12,2035-11,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2036,12,2036-12,12.754317,12.754317,12,2035-12,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,1,2037-01,15.833333,15.833333,12,2036-01,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,1,2037-01,1.099017,1.099017,0,2037-01,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,2,2037-02,15.833333,15.833333,12,2036-02,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,2,2037-02,1.099017,1.099017,0,2037-02,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,3,2037-03,15.833333,15.833333,12,2036-03,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,3,2037-03,1.099017,1.099017,0,2037-03,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,4,2037-04,15.833333,15.833333,12,2036-04,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,4,2037-04,1.099017,1.099017,0,2037-04,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,5,2037-05,15.833333,15.833333,12,2036-05,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,5,2037-05,1.099017,1.099017,0,2037-05,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,6,2037-06,15.833333,15.833333,12,2036-06,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,6,2037-06,1.099017,1.099017,0,2037-06,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,7,2037-07,15.833333,15.833333,12,2036-07,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2037,7,2037-07,0.539900,0.539900,4,2037-03,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,7,2037-07,1.099017,1.099017,0,2037-07,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,8,2037-08,15.833333,15.833333,12,2036-08,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2037,8,2037-08,0.539900,0.539900,4,2037-04,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,8,2037-08,1.099017,1.099017,0,2037-08,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,9,2037-09,15.833333,15.833333,12,2036-09,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2037,9,2037-09,0.539900,0.539900,4,2037-05,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,9,2037-09,1.099017,1.099017,0,2037-09,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,10,2037-10,15.833333,15.833333,12,2036-10,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2037,10,2037-10,0.539900,0.539900,4,2037-06,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,10,2037-10,1.099017,1.099017,0,2037-10,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,11,2037-11,15.833333,15.833333,12,2036-11,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2037,11,2037-11,0.539900,0.539900,4,2037-07,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,11,2037-11,1.099017,1.099017,0,2037-11,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2037,12,2037-12,15.833333,15.833333,12,2036-12,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2037,12,2037-12,0.539900,0.539900,4,2037-08,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2037,12,2037-12,1.099017,1.099017,0,2037-12,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,1,2038-01,15.833333,15.833333,12,2037-01,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,1,2038-01,5.980950,5.980950,0,2038-01,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,2,2038-02,15.833333,15.833333,12,2037-02,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,2,2038-02,5.980950,5.980950,0,2038-02,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,3,2038-03,15.833333,15.833333,12,2037-03,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,3,2038-03,5.980950,5.980950,0,2038-03,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,4,2038-04,15.833333,15.833333,12,2037-04,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,4,2038-04,5.980950,5.980950,0,2038-04,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,5,2038-05,15.833333,15.833333,12,2037-05,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,5,2038-05,5.980950,5.980950,0,2038-05,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,6,2038-06,15.833333,15.833333,12,2037-06,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,6,2038-06,5.980950,5.980950,0,2038-06,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,7,2038-07,15.833333,15.833333,12,2037-07,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,7,2038-07,5.980950,5.980950,0,2038-07,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,8,2038-08,15.833333,15.833333,12,2037-08,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,8,2038-08,5.980950,5.980950,0,2038-08,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,9,2038-09,15.833333,15.833333,12,2037-09,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,9,2038-09,5.980950,5.980950,0,2038-09,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,10,2038-10,15.833333,15.833333,12,2037-10,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,10,2038-10,5.980950,5.980950,0,2038-10,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,11,2038-11,15.833333,15.833333,12,2037-11,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,11,2038-11,5.980950,5.980950,0,2038-11,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2038,12,2038-12,15.833333,15.833333,12,2037-12,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2038,12,2038-12,5.980950,5.980950,0,2038-12,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,1,2039-01,15.833333,15.833333,12,2038-01,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,1,2039-01,1.051800,1.051800,4,2038-09,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,1,2039-01,10.833333,10.833333,0,2039-01,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,2,2039-02,15.833333,15.833333,12,2038-02,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,2,2039-02,1.051800,1.051800,4,2038-10,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,2,2039-02,10.833333,10.833333,0,2039-02,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,3,2039-03,15.833333,15.833333,12,2038-03,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,3,2039-03,1.051800,1.051800,4,2038-11,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,3,2039-03,10.833333,10.833333,0,2039-03,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,4,2039-04,15.833333,15.833333,12,2038-04,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,4,2039-04,1.051800,1.051800,4,2038-12,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,4,2039-04,10.833333,10.833333,0,2039-04,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,5,2039-05,15.833333,15.833333,12,2038-05,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,5,2039-05,1.051800,1.051800,4,2039-01,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,5,2039-05,10.833333,10.833333,0,2039-05,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,6,2039-06,15.833333,15.833333,12,2038-06,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,6,2039-06,1.051800,1.051800,4,2039-02,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,6,2039-06,10.833333,10.833333,0,2039-06,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,7,2039-07,15.833333,15.833333,12,2038-07,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,7,2039-07,1.051800,1.051800,4,2039-03,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,7,2039-07,10.833333,10.833333,0,2039-07,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,8,2039-08,15.833333,15.833333,12,2038-08,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,8,2039-08,1.051800,1.051800,4,2039-04,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,8,2039-08,10.833333,10.833333,0,2039-08,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,9,2039-09,15.833333,15.833333,12,2038-09,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,9,2039-09,1.051800,1.051800,4,2039-05,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,9,2039-09,10.833333,10.833333,0,2039-09,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,10,2039-10,15.833333,15.833333,12,2038-10,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,10,2039-10,1.051800,1.051800,4,2039-06,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,10,2039-10,10.833333,10.833333,0,2039-10,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,11,2039-11,15.833333,15.833333,12,2038-11,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,11,2039-11,1.051800,1.051800,4,2039-07,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,11,2039-11,10.833333,10.833333,0,2039-11,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2039,12,2039-12,15.833333,15.833333,12,2038-12,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2039,12,2039-12,1.051800,1.051800,4,2039-08,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2039,12,2039-12,10.833333,10.833333,0,2039-12,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,1,2040-01,15.833333,15.833333,12,2039-01,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,1,2040-01,6.228075,6.228075,4,2039-09,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,1,2040-01,10.833333,10.833333,0,2040-01,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,2,2040-02,15.833333,15.833333,12,2039-02,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,2,2040-02,6.228075,6.228075,4,2039-10,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,2,2040-02,10.833333,10.833333,0,2040-02,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,3,2040-03,15.833333,15.833333,12,2039-03,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
